bugID,finalID,taxaClass,taxaOrder,taxaFamily,taxaSubFamily,tolerance,ffg,cwInd,html_url
899,Clioperla clio,Insecta,Plecoptera,Perlodidae,,1,PR,True,https://programs.iowadnr.gov/bionet/inverts/taxa/899
793,Cloeon,Insecta,Ephemeroptera,Baetidae,,4,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/793
181,Cnephia,Insecta,Diptera,Simuliidae,,4,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/181
485,Cnidaria,,,,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/485
597,Coenagrion,Insecta,Odonata,Coenagrionidae,,8,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/597
368,Coenagrion/Enallagma,Insecta,Odonata,Coenagrionidae,,8,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/368
365,Coenagrionidae,Insecta,Odonata,Coenagrionidae,,6.8,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/365
58,Coleoptera,Insecta,Coleoptera,,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/58
155,Collembola,Collembola,Collembola,,,,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/155
72,Colymbetes,Insecta,Coleoptera,Dytiscidae,,5,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/72
73,Copelatus,Insecta,Coleoptera,Dytiscidae,,9.1,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/73
639,Copelatus chevrolati chevrolati,Insecta,Coleoptera,Dytiscidae,,9.1,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/639
74,Copelatus glyphicus,Insecta,Coleoptera,Dytiscidae,,9.1,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/74
75,Coptotomus,Insecta,Coleoptera,Dytiscidae,,9,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/75
867,Coptotomus longulus,Insecta,Coleoptera,Dytiscidae,,9,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/867
76,Coptotomus loticus,Insecta,Coleoptera,Dytiscidae,,9,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/76
507,Corbicula,Bivalvia,Veneroida,Corbiculidae,,6.3,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/507
508,Corbicula fluminea,Bivalvia,Veneroida,Corbiculidae,,6.3,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/508
506,Corbiculidae,Bivalvia,Veneroida,Corbiculidae,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/506
1087,Cordulegaster,Insecta,Odonata,Cordulegastridae,,3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1087
1088,Cordulegaster obliqua,Insecta,Odonata,Cordulegastridae,,3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1088
1086,Cordulegastridae,Insecta,Odonata,Cordulegastridae,,3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1086
370,Corduliidae,Insecta,Odonata,Corduliidae,,5,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/370
999,Corisella,Insecta,Hemiptera,Corixidae,,5,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/999
303,Corixidae,Insecta,Hemiptera,Corixidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/303
344,Corydalidae,Insecta,Megaloptera,Corydalidae,,5.8,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/344
345,Corydalus,Insecta,Megaloptera,Corydalidae,,6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/345
346,Corydalus cornutus,Insecta,Megaloptera,Corydalidae,,6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/346
978,Cosmopterigidae,Insecta,Lepidoptera,Cosmopterigidae,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/978
943,Crambidae,Insecta,Lepidoptera,Crambidae,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/943
644,Crambus,Insecta,Lepidoptera,Pyralidae,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/644
922,Crangonyctidae,Malacostraca,Amphipoda,Crangonyctidae,,8,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/922
921,Crangonyx,Malacostraca,Amphipoda,Crangonyctidae,,8,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/921
900,Cricotopus bicinctus,Insecta,Diptera,Chironomidae,,7,SH,False,https://programs.iowadnr.gov/bionet/inverts/taxa/900
640,Culex,Insecta,Diptera,Culicidae,,10,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/640
170,Culicidae,Insecta,Diptera,Culicidae,,9.1,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/170
791,Culiseta,Insecta,Diptera,Culicidae,,5.5,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/791
525,Cura,Turbellaria,Tricladida,Dugesiidae,,5.1,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/525
526,Cura foremanii,Turbellaria,Tricladida,Dugesiidae,,5.1,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/526
60,Curculionidae,Insecta,Coleoptera,Curculionidae,,,SH,False,https://programs.iowadnr.gov/bionet/inverts/taxa/60
721,Cybister,Insecta,Coleoptera,Dytiscidae,,4.6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/721
757,Cybister fimbriolatus,Insecta,Coleoptera,Dytiscidae,,4.6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/757
130,Cymbiodyta,Insecta,Coleoptera,Hydrophilidae,,5.5,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/130
852,Cymbiodyta blanchardi,Insecta,Coleoptera,Hydrophilidae,,5.5,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/852
131,Cymbiodyta chamberlaini,Insecta,Coleoptera,Hydrophilidae,,5.5,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/131
1081,Cymbiodyta semistriata,Insecta,Coleoptera,Hydrophilidae,,5.5,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1081
132,Cymbiodyta toddi,Insecta,Coleoptera,Hydrophilidae,,5.5,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/132
133,Cymbiodyta vindicata,Insecta,Coleoptera,Hydrophilidae,,5.5,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/133
154,Cyphon,Insecta,Coleoptera,Helodidae,,5,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/154
623,Cyrnellus fraternus,Insecta,Trichoptera,Polycentropodidae,,8,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/623
773,Dannella lita,Insecta,Ephemeroptera,Ephemerellidae,,4,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/773
44,Decapoda,Malacostraca,Decapoda,,,6,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/44
962,Desmopachria,Insecta,Coleoptera,Dytiscidae,,3.7,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/962
961,Desmopachria convexa,Insecta,Coleoptera,Dytiscidae,,3.7,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/961
198,Dicranota,Insecta,Diptera,Tipulidae,,3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/198
857,Dicranota iowa,Insecta,Diptera,Tipulidae,,3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/857
694,Didymops,Insecta,Odonata,Corduliidae,,5.5,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/694
755,Didymops transversa,Insecta,Odonata,Corduliidae,,4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/755
113,Dineutus,Insecta,Coleoptera,Gyrinidae,,4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/113
114,Dineutus assimilis,Insecta,Coleoptera,Gyrinidae,,4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/114
839,Dineutus discolor,Insecta,Coleoptera,Gyrinidae,,4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/839
875,Dineutus nigrior,Insecta,Coleoptera,Gyrinidae,,4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/875
912,Diphetor hageni,Insecta,Ephemeroptera,Baetidae,,5,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/912
779,Diplectrona modesta,Insecta,Trichoptera,Hydropsychidae,Diplectroninae,0,CF,True,https://programs.iowadnr.gov/bionet/inverts/taxa/779
156,Diptera,Insecta,Diptera,,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/156
641,Dixa,Insecta,Diptera,Dixidae,,1,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/641
173,Dixella,Insecta,Diptera,Dixidae,,1,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/173
172,Dixidae,Insecta,Diptera,Dixidae,,1,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/172
174,Dolichopodidae,Insecta,Diptera,Dolichopodidae,,4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/174
376,Dromogomphus,Insecta,Odonata,Gomphidae,,6.3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/376
377,Dromogomphus spinosus,Insecta,Odonata,Gomphidae,,6.3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/377
62,Dryopidae,Insecta,Coleoptera,Dryopidae,,5,SC/CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/62
99,Dubiraphia,Insecta,Coleoptera,Elmidae,,5.2,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/99
643,Dubiraphia bivittata,Insecta,Coleoptera,Elmidae,,6,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/643
100,Dubiraphia minima,Insecta,Coleoptera,Elmidae,,5,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/100
101,Dubiraphia quadrinotata,Insecta,Coleoptera,Elmidae,,5,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/101
102,Dubiraphia vittata,Insecta,Coleoptera,Elmidae,,6,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/102
524,Dugesiidae,Turbellaria,Tricladida,Dugesiidae,,6,CG/PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/524
67,Dytiscidae,Insecta,Coleoptera,Dytiscidae,,5.2,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/67
646,Dytiscus,Insecta,Coleoptera,Dytiscidae,,3.7,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/646
1008,Dytiscus hybridus,Insecta,Coleoptera,Dytiscidae,,3.7,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1008
1095,Dytiscus verticalis,Insecta,Coleoptera,Dytiscidae,,3.7,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1095
917,Ectemnia,Insecta,Diptera,Simuliidae,,1,CF,False,https://programs.iowadnr.gov/bionet/inverts/taxa/917
151,Ectopria,Insecta,Coleoptera,Psephenidae,,5,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/151
939,Eiseniella,Clitellata,Haplotaxida,Lumbricidae,,10,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/939
662,Eiseniella tetredra,Clitellata,Haplotaxida,Lumbricidae,,10,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/662
585,Elimia,Gastropoda,Neotaenioglossa,Pleuroceridae,,2.5,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/585
97,Elmidae,Insecta,Coleoptera,Elmidae,,4.8,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/97
1107,Elophila,Insecta,Lepidoptera,Crambidae,,,SH,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1107
175,Empididae,Insecta,Diptera,Empididae,,6,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/175
369,Enallagma,Insecta,Odonata,Coenagrionidae,,8,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/369
134,Enochrus,Insecta,Coleoptera,Hydrophilidae,,8.5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/134
984,Enochrus cinctus,Insecta,Coleoptera,Hydrophilidae,,8.5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/984
970,Enochrus collinus,Insecta,Coleoptera,Hydrophilidae,,8.5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/970
1037,Enochrus consortus,Insecta,Coleoptera,Hydrophilidae,,8.5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1037
647,Enochrus diffusus/hamiltoni,Insecta,Coleoptera,Hydrophilidae,,8.5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/647
1104,Enochrus fimbriatus,Insecta,Coleoptera,Hydrophilidae,,8.5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1104
729,Enochrus hamiltoni,Insecta,Coleoptera,Hydrophilidae,,8.5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/729
135,Enochrus ochraceus,Insecta,Coleoptera,Hydrophilidae,,8.5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/135
136,Enochrus pygmaeus,Insecta,Coleoptera,Hydrophilidae,,8.5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/136
821,Enochrus sayi,Insecta,Coleoptera,Hydrophilidae,,8.5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/821
255,Ephemerella,Insecta,Ephemeroptera,Ephemerellidae,,1.1,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/255
256,Ephemerella excrucians,Insecta,Ephemeroptera,Ephemerellidae,,1,CG,True,https://programs.iowadnr.gov/bionet/inverts/taxa/256
1003,Ephemerella invaria,Insecta,Ephemeroptera,Ephemerellidae,,1,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1003
257,Ephemerella needhami,Insecta,Ephemeroptera,Ephemerellidae,,2,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/257
848,Ephemerella subvaria,Insecta,Ephemeroptera,Ephemerellidae,,1,CG,True,https://programs.iowadnr.gov/bionet/inverts/taxa/848
254,Ephemerellidae,Insecta,Ephemeroptera,Ephemerellidae,,1.6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/254
250,Ephemeridae,Insecta,Ephemeroptera,Ephemeridae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/250
205,Ephemeroptera,Insecta,Ephemeroptera,,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/205
292,Ephoron,Insecta,Ephemeroptera,Polymitarcyidae,,2,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/292
293,Ephoron album,Insecta,Ephemeroptera,Polymitarcyidae,,2,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/293
920,Ephydra,Insecta,Diptera,Ephydridae,,6,SH,False,https://programs.iowadnr.gov/bionet/inverts/taxa/920
177,Ephydridae,Insecta,Diptera,Ephydridae,,6,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/177
878,Epitheca,Insecta,Odonata,Corduliidae,,7,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/878
879,Epitheca princeps,Insecta,Odonata,Corduliidae,,7,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/879
199,Erioptera,Insecta,Diptera,Tipulidae,,7,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/199
8,Erpobdella,Clitellata,Arhynchobdellida,Erpobdellidae,,7.8,PA,False,https://programs.iowadnr.gov/bionet/inverts/taxa/8
720,Erpobdella bucera,Clitellata,Arhynchobdellida,Erpobdellidae,,7.8,PA,False,https://programs.iowadnr.gov/bionet/inverts/taxa/720
6,Erpobdella dubia,Clitellata,Arhynchobdellida,Erpobdellidae,,8,PA,False,https://programs.iowadnr.gov/bionet/inverts/taxa/6
14,Erpobdella fervida,Clitellata,Arhynchobdellida,Erpobdellidae,,7.8,PA,False,https://programs.iowadnr.gov/bionet/inverts/taxa/14
15,Erpobdella melanostoma,Clitellata,Arhynchobdellida,Erpobdellidae,,7.8,PA,False,https://programs.iowadnr.gov/bionet/inverts/taxa/15
16,Erpobdella microstoma,Clitellata,Arhynchobdellida,Erpobdellidae,,7.8,PA,False,https://programs.iowadnr.gov/bionet/inverts/taxa/16
19,Erpobdella obscura,Clitellata,Arhynchobdellida,Erpobdellidae,,8,PA,False,https://programs.iowadnr.gov/bionet/inverts/taxa/19
7,Erpobdella parva,Clitellata,Arhynchobdellida,Erpobdellidae,,8,PA,False,https://programs.iowadnr.gov/bionet/inverts/taxa/7
9,Erpobdella punctata,Clitellata,Arhynchobdellida,Erpobdellidae,,7.8,PA,False,https://programs.iowadnr.gov/bionet/inverts/taxa/9
17,Erpobdella tetragon,Clitellata,Arhynchobdellida,Erpobdellidae,,9.7,PA,False,https://programs.iowadnr.gov/bionet/inverts/taxa/17
4,Erpobdellidae,Clitellata,Arhynchobdellida,Erpobdellidae,,8,PA,False,https://programs.iowadnr.gov/bionet/inverts/taxa/4
387,Erythemis,Insecta,Odonata,Libellulidae,,7.7,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/387
388,Erythemis simplicicollis,Insecta,Odonata,Libellulidae,,7.7,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/388
925,Euparyphus,Insecta,Diptera,Stratiomyidae,,7.3,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/925
648,Eurylophella,Insecta,Ephemeroptera,Ephemerellidae,,2,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/648
550,Fallceon,Insecta,Ephemeroptera,Baetidae,,4.8,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/550
225,Fallceon quilleri,Insecta,Ephemeroptera,Baetidae,,4.8,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/225
46,Faxonius,Malacostraca,Decapoda,Cambaridae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/46
47,Faxonius immunis,Malacostraca,Decapoda,Cambaridae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/47
905,Faxonius propinquus,Malacostraca,Decapoda,Cambaridae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/905
48,Faxonius rusticus,Malacostraca,Decapoda,Cambaridae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/48
49,Faxonius virilis,Malacostraca,Decapoda,Cambaridae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/49
494,Ferrissia,Gastropoda,Basommatophora,Ancylidae,,6,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/494
1038,Fontigens,Gastropoda,Neotaenioglossa,Hydrobiidae,,8,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1038
649,Forcipomyia,Insecta,Diptera,Ceratopogonidae,,6,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/649
496,Fossaria,Gastropoda,Basommatophora,Lymnaeidae,,6,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/496
743,Frenesia,Insecta,Trichoptera,Limnephilidae,,0,SH,True,https://programs.iowadnr.gov/bionet/inverts/taxa/743
777,Frenesia missa,Insecta,Trichoptera,Limnephilidae,,0,SH,True,https://programs.iowadnr.gov/bionet/inverts/taxa/777
38,Gammaridae,Malacostraca,Amphipoda,Gammaridae,,4,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/38
39,Gammarus,Malacostraca,Amphipoda,Gammaridae,,4,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/39
40,Gammarus pseudolimnaeus,Malacostraca,Amphipoda,Gammaridae,,4,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/40
491,Gastropoda,Gastropoda,,,,7,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/491
311,Gerridae,Insecta,Hemiptera,Gerridae,,6.4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/311
314,Gerris,Insecta,Hemiptera,Gerridae,,6.4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/314
902,Gerris argenticollis,Insecta,Hemiptera,Gerridae,,6.4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/902
820,Gerris buenoi,Insecta,Hemiptera,Gerridae,,6.4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/820
792,Gerris marginatus,Insecta,Hemiptera,Gerridae,,6.4,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/792
527,Girardia,Turbellaria,Tricladida,Dugesiidae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/527
528,Girardia tigrina,Turbellaria,Tricladida,Dugesiidae,,6,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/528
850,Glossiphonia,Clitellata,Rhynchobdellida,Glossiphoniidae,,7,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/850
22,Glossiphonia complanata,Clitellata,Rhynchobdellida,Glossiphoniidae,,7,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/22
21,Glossiphoniidae,Clitellata,Rhynchobdellida,Glossiphoniidae,,7,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/21
425,Glossosoma,Insecta,Trichoptera,Glossosomatidae,,0,SC,True,https://programs.iowadnr.gov/bionet/inverts/taxa/425
862,Glossosoma intermedia,Insecta,Trichoptera,Glossosomatidae,,0,SC,True,https://programs.iowadnr.gov/bionet/inverts/taxa/862
424,Glossosomatidae,Insecta,Trichoptera,Glossosomatidae,,0,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/424
374,Gomphidae,Insecta,Odonata,Gomphidae,,5.3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/374
379,Gomphus,Insecta,Odonata,Gomphidae,,5,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/379
1093,Gomphus exilis,Insecta,Odonata,Gomphidae,,5,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1093
827,Gomphus externus,Insecta,Odonata,Gomphidae,,5,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/827
813,Gomphus fraternus,Insecta,Odonata,Gomphidae,,5,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/813
898,Gomphus graslinellus,Insecta,Odonata,Gomphidae,,5,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/898
1023,Gomphus militaris,Insecta,Odonata,Gomphidae,,5,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1023
841,Gomphus vastus,Insecta,Odonata,Gomphidae,,5,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/841
709,Gonomyia,Insecta,Diptera,Tipulidae,,5.5,CG,False,https://programs.iowadnr.gov/bionet/inverts/taxa/709
517,Gordiidae,,Gordioidea,Gordiidae,,6,PA,False,https://programs.iowadnr.gov/bionet/inverts/taxa/517
516,Gordioidea,,Gordioidea,,,,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/516
518,Gordius,,Gordioidea,Gordiidae,,6,PA,False,https://programs.iowadnr.gov/bionet/inverts/taxa/518
663,Grammotaulius/Limnephilus,Insecta,Trichoptera,Limnephilidae,,3.5,SH,False,https://programs.iowadnr.gov/bionet/inverts/taxa/663
730,Graphoderus perplexus,Insecta,Coleoptera,Dytiscidae,,3.7,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/730
502,Gyraulus,Gastropoda,Basommatophora,Planorbidae,,8,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/502
835,Gyraulus parvus,Gastropoda,Basommatophora,Planorbidae,,8,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/835
112,Gyrinidae,Insecta,Coleoptera,Gyrinidae,,4.8,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/112
115,Gyrinus,Insecta,Coleoptera,Gyrinidae,,6.3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/115
116,Gyrinus aeneolus,Insecta,Coleoptera,Gyrinidae,,6.3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/116
842,Gyrinus analis,Insecta,Coleoptera,Gyrinidae,,6.3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/842
1112,Gyrinus aquiris,Insecta,Coleoptera,Gyrinidae,,6.3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1112
819,Gyrinus bifarius,Insecta,Coleoptera,Gyrinidae,,6.3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/819
1092,Gyrinus latilimbus,Insecta,Coleoptera,Gyrinidae,,6.3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1092
861,Gyrinus lecontei,Insecta,Coleoptera,Gyrinidae,,6.3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/861
957,Gyrinus maculiventris,Insecta,Coleoptera,Gyrinidae,,6.3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/957
664,Gyrinus marginellus,Insecta,Coleoptera,Gyrinidae,,6.3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/664
1007,Gyrinus ventralis,Insecta,Coleoptera,Gyrinidae,,6.3,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1007
928,Haemopidae,Clitellata,Arhynchobdellida,Haemopidae,,7,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/928
995,Haemopis grandis,Clitellata,Arhynchobdellida,Haemopidae,,7,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/995
929,Haemopis marmorata,Clitellata,Arhynchobdellida,Haemopidae,,7,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/929
117,Haliplidae,Insecta,Coleoptera,Haliplidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/117
118,Haliplus,Insecta,Coleoptera,Haliplidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/118
119,Haliplus borealis,Insecta,Coleoptera,Haliplidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/119
120,Haliplus connexus,Insecta,Coleoptera,Haliplidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/120
1039,Haliplus fasciatus,Insecta,Coleoptera,Haliplidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1039
121,Haliplus immaculicollis,Insecta,Coleoptera,Haliplidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/121
1111,Haliplus pantherinus,Insecta,Coleoptera,Haliplidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/1111
122,Haliplus triopsis,Insecta,Coleoptera,Haliplidae,,5,PI,False,https://programs.iowadnr.gov/bionet/inverts/taxa/122
31,Haplotaxida,Clitellata,Haplotaxida,,,9.2,UN,False,https://programs.iowadnr.gov/bionet/inverts/taxa/31
320,Hebridae,Insecta,Hemiptera,Hebridae,,6.9,PR,False,https://programs.iowadnr.gov/bionet/inverts/taxa/320
63,Helichus,Insecta,Coleoptera,Dryopidae,,5,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/63
731,Helichus basalis,Insecta,Coleoptera,Dryopidae,,5,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/731
64,Helichus fastigiatus,Insecta,Coleoptera,Dryopidae,,5,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/64
65,Helichus lithophilus,Insecta,Coleoptera,Dryopidae,,5,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/65
66,Helichus striatus,Insecta,Coleoptera,Dryopidae,,5,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/66
427,Helicopsyche,Insecta,Trichoptera,Helicopsychidae,,3,SC,False,https://programs.iowadnr.gov/bionet/inverts/taxa/427
